,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
1661,1001.091,1026.76,1001.091,1078.098,1070.764,1111.101,1041.428,1125.769,1133.103,1188.108,1349.456,1580.477,1587.811,1917.841,1921.508,1822.499,1980.18,2574.234,2313.877,..,..,..
1662,2665.909,2750.25,2944.601,2962.936,3124.284,2984.938,2999.606,2999.606,1111.101,1199.109,1195.442,1283.45,1411.795,1452.132,1613.48,1657.484,1672.152,1950.844,1998.515,..,..,..
1663,1463.133,1521.805,1708.822,1774.828,1624.481,1829.833,1950.844,1998.515,2196.533,2467.891,2768.585,2966.603,2981.271,3146.286,3193.957,3410.31,3777.01,3887.02,3953.026,..,..,..
1664,612.389,660.06,656.393,693.063,718.732,729.733,711.398,759.069,828.742,997.424,905.749,905.749,883.747,957.087,975.422,916.75,953.42,953.42,1228.445,..,..,..
1665,56592.811,68591.235,75298.178,91722.671,94010.879,121132.011,125374.73,124821.013,114186.713,107934.478,126603.175,136716.761,135128.95,160266.235,168040.275,183445.342,179418.976,194919.385,208267.265,..,..,..
1666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1667,7.334,14.668,14.668,18.335,29.336,1741.825,1906.84,1903.173,1994.848,1771.161,1763.827,2086.523,2214.868,2361.548,2497.227,2658.575,2852.926,2992.272,3967.694,..,..,..
1668,1624.481,1789.496,1771.161,1771.161,1723.49,1730.824,1763.827,1826.166,1804.164,2035.185,2299.209,2119.526,2427.554,2750.25,2552.232,2801.588,2779.586,2852.926,3149.953,..,..,..
1669,832.409,821.408,784.738,880.08,872.746,920.417,1015.759,1012.092,1074.431,1059.763,795.739,759.069,814.074,880.08,880.08,825.075,817.741,872.746,850.744,..,..,..
1670,45375.458,45247.113,64883.898,60061.793,46658.908,34917.174,40421.341,40190.32,40182.986,44788.738,79181.531,83350.91,98125.253,93138.133,97047.155,104043.791,92225.05,88605.721,95756.371,..,..,..
1671,2643.907,2068.188,2489.893,2302.876,2555.899,2838.258,2926.266,3135.285,3421.311,3626.663,3667,3835.682,3813.68,4114.374,4136.376,3975.028,4239.052,4510.41,4330.727,..,..,..
1672,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,..,..,..
1673,164127.586,172704.699,168113.615,172150.982,172745.036,176309.36,186356.94,178278.539,175359.607,163027.486,165363.365,167273.872,172363.668,175040.578,176903.414,172227.989,166841.166,172495.68,173749.794,..,..,..
1674,31330.848,32023.911,29677.031,31316.18,29247.992,32999.333,33179.016,34132.436,34594.478,41022.729,38807.861,41092.402,37429.069,42625.208,42665.545,42364.851,44257.023,44924.417,49992.211,..,..,..
1675,634.391,960.754,1331.121,1466.8,1697.821,2035.185,2486.226,2783.253,2251.538,3219.626,3234.294,3454.314,2709.913,2951.935,2768.585,3234.294,3325.969,3421.311,3542.322,..,..,..
1676,132.012,132.012,135.679,135.679,135.679,139.346,139.346,139.346,139.346,135.679,135.679,139.346,139.346,143.013,143.013,143.013,143.013,143.013,143.013,..,..,..
1677,24022.517,24458.89,26171.379,25511.319,26439.07,26904.779,29702.7,31063.157,30058.399,31558.202,32698.639,34202.109,33641.058,33714.398,33545.716,33369.7,33553.05,32936.994,33094.675,..,..,..
1678,10351.941,10949.662,12097.433,13468.891,15269.388,15933.115,15225.384,15595.751,16666.515,20817.559,22057.005,20443.525,25544.322,32691.305,31561.869,34653.15,38917.871,40373.67,45749.492,..,..,..
1679,68565.566,68242.87,72789.95,78008.091,84839.712,84484.013,94447.252,94711.276,97663.211,100384.125,106449.343,108282.843,114084.037,118895.141,131619.631,136636.087,145854.925,160882.291,163177.833,..,..,..
1680,3135.285,3391.975,4015.365,4129.042,4781.768,3472.649,4880.777,5958.875,5947.874,5669.182,5790.193,7007.637,5834.197,6153.226,5797.527,6032.215,6824.287,6651.938,6912.295,..,..,..
1681,21169.591,20417.856,20388.52,23556.808,23230.445,23883.171,24363.548,27407.158,27806.861,29358.002,30296.754,27165.136,27187.138,26380.398,31895.566,37418.068,35346.213,43512.622,40535.018,..,..,..
1682,44532.048,45830.166,50322.241,51290.329,56270.115,63105.403,65642.967,77403.036,75650.21,73020.971,79111.858,77164.681,76057.247,76244.264,78998.181,81066.369,67630.481,78580.143,83156.559,..,..,..
1683,234.688,234.688,113.677,110.01,110.01,113.677,117.344,117.344,117.344,117.344,117.344,183.35,183.35,190.684,190.684,194.351,205.352,212.686,212.686,..,..,..
1684,2141.528,2064.521,2053.52,1994.848,2181.865,2038.852,2163.53,2555.899,2838.258,2464.224,2687.911,3230.627,3512.986,3967.694,4481.074,4613.086,4594.751,3113.283,2108.525,..,..,..
1685,366773.34,361591.869,357283.144,352519.711,336161.224,346813.859,358823.284,351049.244,326935.052,317133.161,301691.424,302806.192,296931.658,304856.045,305138.404,303766.946,319410.368,315204.319,316066.064,..,..,..
1686,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1687,244834.589,251145.496,255413.884,262139.162,259641.935,259348.575,256682.666,234688,64927.902,71396.49,76966.663,79922.265,76530.29,78209.776,79925.932,83475.588,85034.063,70710.761,78371.124,..,..,..
1688,43725.308,48239.385,52372.094,47472.982,48767.433,52394.096,50886.959,53376.852,58055.944,64689.547,62966.057,62863.381,66820.074,61275.57,63175.076,65309.27,59108.373,60234.142,56310.452,..,..,..
1689,2262.539,2233.203,2621.905,2951.935,3498.318,3964.027,3751.341,4195.048,4503.076,4503.076,3689.002,3821.014,3898.021,4070.37,4088.705,3832.015,3986.029,4136.376,4118.041,..,..,..
1690,630.724,638.058,645.392,649.059,568.385,583.053,557.384,575.719,572.052,575.719,645.392,737.067,748.068,821.408,788.405,854.411,821.408,839.743,891.081,..,..,..
1691,11774.737,17674.94,26802.103,30722.126,30223.414,30824.802,31825.893,36288.632,32401.612,31407.855,34730.157,30098.736,30788.132,35947.601,44777.737,51895.384,57223.535,67934.842,68477.558,..,..,..
1692,158861.774,137530.835,125063.035,122133.102,116808.618,128524.683,127835.287,115987.21,103680.758,89639.815,89984.513,95672.03,92173.712,95939.721,95378.67,94960.632,102001.272,98422.28,94659.938,..,..,..
1693,..,..,2220720.532,2030029.198,1752998.349,1692364.504,1668958.043,1577033.687,1511269.709,1534250.798,1553451.21,1544404.721,1537195.399,1584998.411,1602963.044,1615683.867,1669603.435,1667575.584,1708653.318,..,..,..
1694,682.062,630.724,638.058,641.725,619.723,612.389,630.724,652.726,641.725,671.061,685.729,689.396,689.396,682.062,689.396,689.396,689.396,715.065,704.064,..,..,..
1695,215054.882,268475.738,286807.071,315567.352,310616.902,234856.682,258516.166,216826.043,207288.176,227229.322,297749.399,295842.559,323458.736,323671.422,346018.12,367033.697,383399.518,397121.432,433556.744,..,..,..
1696,5559.172,5386.823,4756.099,2907.931,4444.404,4602.085,4268.388,5419.826,4697.427,5093.463,5533.503,6369.579,8118.738,9072.158,10377.61,11994.757,11683.062,12676.819,14051.944,..,..,..
1697,3182.956,3424.978,3479.983,3593.66,3901.688,3494.651,3740.34,3263.63,3428.645,3700.003,3938.358,4330.727,4547.08,5012.789,5280.48,5859.866,4789.102,5372.155,4976.119,..,..,..
1698,46941.267,47425.311,50267.236,54627.299,65367.942,47109.949,55305.694,69240.294,57293.208,50263.569,47623.329,42764.554,42060.49,34653.15,40769.706,50281.904,47865.351,36013.607,32295.269,..,..,..
1699,161.348,161.348,161.348,157.681,154.014,161.348,161.348,161.348,161.348,165.015,165.015,172.349,172.349,179.683,179.683,179.683,179.683,198.018,198.018,..,..,..
1700,388.702,469.376,473.043,506.046,583.053,586.72,623.39,634.391,594.054,583.053,630.724,858.078,1191.775,1224.778,1067.097,1261.448,1239.446,1312.786,1334.788,..,..,..
1701,2618.238,3230.627,3428.645,3890.687,4429.736,5280.48,4895.445,5760.857,5812.195,5698.518,5742.522,5947.874,6039.549,6552.929,6277.904,6362.245,6486.923,6901.294,6112.889,..,..,..
1702,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1703,18.335,3.667,11.001,11.001,11.001,11.001,..,..,..,..,517.047,502.379,572.052,575.719,575.719,579.386,575.719,630.724,649.059,..,..,..
1704,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46567.233,48958.117,48811.437,49933.539,..,..,..
1705,66.006,69.673,73.34,73.34,73.34,77.007,77.007,77.007,80.674,88.008,88.008,91.675,106.343,110.01,113.677,128.345,128.345,128.345,128.345,..,..,..
1706,1811.498,2101.191,2112.192,2156.196,2163.53,2181.865,2130.527,2141.528,2163.53,2152.529,2126.86,2266.206,2251.538,2240.537,2284.541,2379.883,2438.555,2438.555,2438.555,..,..,..
1707,..,..,45646.816,40971.391,40351.668,43508.955,42793.89,41983.483,43230.263,39863.957,36530.654,39357.911,39251.568,39493.59,38749.189,39174.561,38928.872,36592.993,37557.414,..,..,..
1708,..,..,12970.179,13116.859,11257.69,14513.986,15185.047,16208.14,15522.411,15144.71,14601.994,15148.377,15401.4,15485.741,15716.762,15870.776,16230.142,16193.472,17157.893,..,..,..
1709,51708.367,55401.036,57131.86,53149.498,56435.13,53560.202,60549.504,54513.622,54953.662,51106.979,49794.193,51128.981,57425.22,54781.313,54506.288,51550.686,49559.505,48045.034,49049.792,..,..,..
1710,425.372,326.363,264.024,132.012,484.044,454.708,341.031,1202.776,1213.777,1239.446,1188.108,1144.104,1125.769,1041.428,1030.427,1019.426,1015.759,1063.43,1092.766,..,..,..
1711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1712,113.677,143.013,165.015,161.348,187.017,190.684,198.018,414.371,440.04,513.38,564.718,641.725,542.716,557.384,773.737,696.73,744.401,623.39,682.062,..,..,..
1713,37451.071,43193.593,44436.706,47117.283,48532.745,51558.02,51022.638,52295.087,62709.367,64913.234,63589.447,60908.87,55987.756,70091.038,67520.471,64396.187,68220.868,70897.778,71598.175,..,..,..
1714,..,..,..,..,..,11.001,11.001,11.001,14.668,14.668,14.668,14.668,99.009,102.676,102.676,121.011,143.013,157.681,157.681,..,..,..
1715,146.68,69.673,88.008,99.009,102.676,102.676,106.343,113.677,113.677,121.011,176.016,172.349,168.682,381.368,377.701,399.703,407.037,462.042,495.045,..,..,..
1716,773.737,843.41,836.076,865.412,832.409,953.42,1059.763,986.423,1166.106,1536.473,1356.79,1162.439,1232.112,1463.133,1397.127,1338.455,1221.111,1316.453,1419.129,..,..,..
1717,95833.378,116148.558,126830.529,142554.625,158278.721,181461.495,202711.76,210064.095,186503.62,196947.236,201549.321,217086.4,230635.965,245674.332,267760.673,275164.346,283987.148,282091.309,285732.64,..,..,..
1718,..,..,7220.323,5170.47,2354.214,2449.556,2827.257,2152.529,2497.227,2519.229,2236.87,2291.875,1881.171,2075.522,2233.203,2291.875,2420.22,3245.295,3146.286,..,..,..
1719,..,..,28067.218,27663.848,33476.043,34620.147,31363.851,29930.054,26046.701,35115.192,35646.907,39680.607,41074.067,43160.59,39640.27,41759.796,43871.988,45866.836,47839.682,..,..,..
1720,..,..,..,..,..,..,..,..,..,..,..,..,161.348,161.348,176.016,176.016,179.683,183.35,190.684,..,..,..
1721,77.007,91.675,88.008,102.676,106.343,110.01,110.01,113.677,110.01,128.345,121.011,139.346,143.013,176.016,172.349,172.349,172.349,176.016,176.016,..,..,..
1722,16959.875,21048.58,20986.241,16820.529,19853.138,20967.906,21781.98,19229.748,19317.756,22816.074,24513.895,25023.608,26890.111,27696.851,31554.535,30949.48,34480.801,37036.7,49772.191,..,..,..
1723,13267.206,15489.408,15023.699,16501.5,15940.449,15735.097,16758.19,16945.207,18001.303,18331.333,19922.811,20817.559,21015.577,21396.945,22445.707,22801.406,23127.769,23868.503,25012.607,..,..,..
1724,150790.707,151799.132,154494.377,164259.598,161659.695,176705.396,192499.165,202887.776,205421.673,196767.553,216147.648,194538.017,205678.363,218509.196,225406.823,237368.577,261570.777,284658.209,283979.814,..,..,..
1725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1726,2372.549,2434.888,2361.548,2636.573,2445.889,3553.323,3461.648,2882.262,2555.899,2537.564,2651.241,3127.951,3589.993,3806.346,4352.729,5086.129,5379.489,6039.549,6464.921,..,..,..
1727,817.741,850.744,861.745,821.408,744.401,957.087,1052.429,1133.103,1338.455,1393.46,1532.806,1631.815,1705.155,1719.823,1833.5,2339.546,2706.246,3204.958,3747.674,..,..,..
1728,..,..,641680.996,546111.642,447010.967,445943.87,412335.815,341196.015,328636.54,332549.229,320774.492,321650.905,318684.302,352259.354,343121.19,339028.818,327796.797,328856.56,323532.076,..,..,..
1729,3993.363,4554.414,5170.47,4466.406,4066.703,4591.084,5441.828,5555.505,5687.517,6725.278,5306.149,5089.796,4620.42,4598.418,5610.51,5775.525,6648.271,5999.212,8327.757,..,..,..
1730,4879376.206,4870238.042,4876006.233,5167485.062,5227176.488,5237968.469,5343512.063,5501365.412,5449077.659,5528149.18,5512399.415,5389928.949,5437816.302,5471754.387,5563799.754,5595357.956,5514775.631,5581537.033,5461013.744,..,..,..
1731,..,..,114014.364,118532.108,110981.755,100912.173,103189.38,101781.252,117571.354,117421.007,119951.237,122037.76,126914.87,122683.152,119272.842,109599.296,115345.485,115840.53,124905.354,..,..,..
1732,80.674,77.007,84.341,102.676,121.011,132.012,135.679,135.679,165.015,168.682,157.681,179.683,187.017,194.351,194.351,198.018,201.685,201.685,201.685,..,..,..
1733,122162.438,115440.827,105873.624,124355.304,129947.479,133236.778,122752.825,133962.844,167321.543,172616.691,152415.188,172525.016,193261.901,192103.129,168278.63,159584.173,153595.962,163555.534,169532.744,..,..,..
1734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1735,21407.946,21451.95,22387.035,22970.088,26303.391,29247.992,34378.125,45283.783,47781.01,48026.699,53582.204,61631.269,71348.819,79438.221,101678.576,104084.128,83735.945,112290.874,127384.246,..,..,..
1736,69.673,66.006,66.006,66.006,66.006,66.006,84.341,88.008,84.341,84.341,80.674,84.341,84.341,88.008,88.008,55.005,47.671,80.674,91.675,..,..,..
1737,..,..,..,..,..,..,..,414.371,608.722,660.06,799.406,1353.123,1166.106,1279.783,1866.503,2742.916,2266.206,2324.878,2053.52,..,..,..
1738,124.678,124.678,128.345,128.345,121.011,132.012,132.012,132.012,132.012,139.346,139.346,143.013,143.013,150.347,154.014,157.681,157.681,161.348,161.348,..,..,..
1739,-2999.606,10109.919,14381.974,9431.524,11367.7,11250.356,14935.691,15474.74,12200.109,13894.263,14638.664,16252.144,15764.433,17304.573,18881.383,20043.822,20791.89,21976.331,23384.459,..,..,..
1740,333513.65,346337.149,324852.196,342549.138,358929.627,353458.463,358639.934,371327.754,372218.835,371034.394,368610.507,362743.307,347686.605,380810.616,414165.648,408199.439,405709.546,433358.726,435877.955,..,..,..
1741,4070.37,3755.008,3619.329,3410.31,2478.892,2966.603,3248.962,2926.266,2533.897,2247.871,1646.483,1565.809,1543.807,1697.821,2280.874,2368.882,2460.557,2552.232,2816.256,..,..,..
1742,2445.889,2416.553,2456.89,2500.894,2420.22,2170.864,1870.17,2390.884,2313.877,1807.831,1818.832,1906.84,1969.179,2101.191,2108.525,2258.872,2284.541,1719.823,1888.505,..,..,..
1743,15504.076,15823.105,16901.203,16208.14,17645.604,15130.042,14994.363,14407.643,14253.629,15834.106,13886.929,12563.142,11932.418,10626.966,9926.569,10773.646,10344.607,9618.541,9075.825,..,..,..
